"","journal_issn","year","title","authors","journal","volume","issue","pages","doi","apa_reference","link","citation_count","abstract","first_author_affiliation","first_author_country","open_access","n_authors","status","docType","scholarlyOutput","citationCount","citeScore","percentCited","subjectCode.3200","rank.3200","percentile.3200","subjectCode.2700","rank.2700","percentile.2700","journal_meta_title","publisher","journal_coverageStartYear","journal_coverageEndYear","journal_is_openAccess","openAccess_articles","openArchive_articles","openAccess_type","openAccess_start_date","openAccess_allow_author_paid"
"42","09567976","2024","Divergent and Convergent Creativity Are Different Kinds of Foraging","Malaie, S., Spivey, M.J., Marghetis, T.","Psychological Science","35","7","749-759","10.1177/09567976241245695","Malaie, S., Spivey, M.J., Marghetis, T. (2024). Divergent and Convergent Creativity Are Different Kinds of Foraging. Psychological Science, 35(7), 749-759. https://doi.org/10.1177/09567976241245695","https://doi.org/10.1177/09567976241245695","1","According to accounts of neural reuse and embodied cognition, higher-level cognitive abilities recycle evolutionarily ancient mechanisms for perception and action. Here, building on these accounts, we investigate whether creativity builds on our capacity to forage in space (“creativity as strategic foraging”). We report systematic connections between specific forms of creative thinking—divergent and convergent—and corresponding strategies for searching in space. U.S. American adults completed two tasks designed to measure creativity. Before each creativity trial, participants completed an unrelated search of a city map. Between subjects, we manipulated the search pattern, with some participants seeking multiple, dispersed spatial locations and others repeatedly converging on the same location. Participants who searched divergently in space were better at divergent thinking but worse at convergent thinking; this pattern reversed for participants who had converged repeatedly on a single location. These results demonstrate a targeted link between foraging and creativity, thus advancing our understanding of the origins and mechanisms of high-level cognition.","UC Merced","United States","1","3","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"43","09567976","2024","Adolescents’ Perceptions of Household Chaos Predict Their Adult Mental Health: a Twin-Difference Longitudinal Cohort Study","von Stumm, S.","Psychological Science","35","7","736-748","10.1177/09567976241242105","von Stumm, S. (2024). Adolescents’ Perceptions of Household Chaos Predict Their Adult Mental Health: a Twin-Difference Longitudinal Cohort Study. Psychological Science, 35(7), 736-748. https://doi.org/10.1177/09567976241242105","https://doi.org/10.1177/09567976241242105","1","This study tested whether adolescents who perceived less household chaos in their family’s home than their same-aged, same-sex sibling achieved more favorable developmental outcomes in young adulthood, independent of parent-reported household chaos and family-level confounding. Data came from 4,732 families from the Twins Early Development Study, a longitudinal, U.K.-population representative cohort study of families with twins born in 1994 through 1996 in England and Wales. Adolescents who reported experiencing greater household chaos than their sibling at the age of 16 years suffered significantly poorer mental-health outcomes at the age of 23 years, independent of family-level confounding. Mental-health predictions from perceived household chaos at earlier ages were not significant, and neither were predictions for other developmental outcomes in young adulthood, including socioeconomic status indicators, sexual risk taking, cannabis use, and conflict with the law. The findings suggest that altering children’s subjective perceptions of their rearing environments may help improve their adult mental health.","University of York","United Kingdom","1","1","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"44","09567976","2024","Not Everybody Has an Inner Voice: Behavioral Consequences of Anendophasia","Nedergaard, J.S.K., Lupyan, G.","Psychological Science","35","7","780-797","10.1177/09567976241243004","Nedergaard, J.S.K., Lupyan, G. (2024). Not Everybody Has an Inner Voice: Behavioral Consequences of Anendophasia. Psychological Science, 35(7), 780-797. https://doi.org/10.1177/09567976241243004","https://doi.org/10.1177/09567976241243004","8","It is commonly assumed that inner speech—the experience of thought as occurring in a natural language—is a human universal. Recent evidence, however, suggests that the experience of inner speech in adults varies from near constant to nonexistent. We propose a name for a lack of the experience of inner speech—anendophasia—and report four studies examining some of its behavioral consequences. We found that adults who reported low levels of inner speech (N = 46) had lower performance on a verbal working memory task and more difficulty performing rhyme judgments compared with adults who reported high levels of inner speech (N = 47). Task-switching performance—previously linked to endogenous verbal cueing—and categorical effects on perceptual judgments were unrelated to differences in inner speech.","University of Wisconsin-Madison","United States","0","2","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"45","09567976","2024","Neural Signatures of Evidence Accumulation Encode Subjective Perceptual Confidence Independent of Performance","Dou, W., Martinez Arango, L.J., Castaneda, O.G., Arellano, L., Mcintyre, E., Yballa, C., Samaha, J.","Psychological Science","35","7","760-779","10.1177/09567976241246561","Dou, W., Martinez Arango, L.J., Castaneda, O.G., Arellano, L., Mcintyre, E., Yballa, C., Samaha, J. (2024). Neural Signatures of Evidence Accumulation Encode Subjective Perceptual Confidence Independent of Performance. Psychological Science, 35(7), 760-779. https://doi.org/10.1177/09567976241246561","https://doi.org/10.1177/09567976241246561","2","Confidence is an adaptive computation when environmental feedback is absent, yet there is little consensus regarding how perceptual confidence is computed in the brain. Difficulty arises because confidence correlates with other factors, such as accuracy, response time (RT), or evidence quality. We investigated whether neural signatures of evidence accumulation during a perceptual choice predict subjective confidence independently of these factors. Using motion stimuli, a central-parietal positive-going electroencephalogram component (CPP) behaves as an accumulating decision variable that predicts evidence quality, RT, accuracy, and confidence (Experiment 1, N = 25 adults). When we psychophysically varied confidence while holding accuracy constant (Experiment 2, N = 25 adults), the CPP still predicted confidence. Statistically controlling for RT, accuracy, and evidence quality (Experiment 3, N = 24 adults), the CPP still explained unique variance in confidence. The results indicate that a predecision neural signature of evidence accumulation, the CPP, encodes subjective perceptual confidence in decision-making independent of task performance.","University of California, Santa Cruz","United States","1","7","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"46","09567976","2024","Caricaturing Shapes in Visual Memory","Sun, Z., Han, S., Firestone, C.","Psychological Science","35","7","722-735","10.1177/09567976231225091","Sun, Z., Han, S., Firestone, C. (2024). Caricaturing Shapes in Visual Memory. Psychological Science, 35(7), 722-735. https://doi.org/10.1177/09567976231225091","https://doi.org/10.1177/09567976231225091","0","When representing high-level stimuli, such as faces and animals, we tend to emphasize salient features—such as a face’s prominent cheekbones or a bird’s pointed beak. Such mental caricaturing leaves traces in memory, which exaggerates these distinctive qualities. How broadly does this phenomenon extend? Here, in six experiments (N = 700 adults), we explored how memory automatically caricatures basic units of visual processing—simple geometric shapes—even without task-related demands to do so. Participants saw a novel shape and then immediately adjusted a copy of that shape to match what they had seen. Surprisingly, participants reconstructed shapes in exaggerated form, amplifying curvature, enlarging salient parts, and so on. Follow-up experiments generalized this bias to new parameters, ruled out strategic responding, and amplified the effects in serial transmission. Thus, even the most basic stimuli we encounter are remembered as caricatures of themselves.","Johns Hopkins University","United States","0","3","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"47","09567976","2024","Visual Preference for Socially Relevant Spatial Relations in Humans and Monkeys","Goupil, N., Rayson, H., Serraille É., Massera, A., Ferrari, P.F., Hochmann, J.R., Papeo, L.","Psychological Science","35","6","681-693","10.1177/09567976241242995","Goupil, N., Rayson, H., Serraille É., Massera, A., Ferrari, P.F., Hochmann, J.R., Papeo, L. (2024). Visual Preference for Socially Relevant Spatial Relations in Humans and Monkeys. Psychological Science, 35(6), 681-693. https://doi.org/10.1177/09567976241242995","https://doi.org/10.1177/09567976241242995","3","As a powerful social signal, a body, face, or gaze facing toward oneself holds an individual’s attention. We asked whether, going beyond an egocentric stance, facingness between others has a similar effect and why. In a preferential-looking time paradigm, human adults showed spontaneous preference to look at two bodies facing toward (vs. away from) each other (Experiment 1a, N = 24). Moreover, facing dyads were rated higher on social semantic dimensions, showing that facingness adds social value to stimuli (Experiment 1b, N = 138). The same visual preference was found in juvenile macaque monkeys (Experiment 2, N = 21). Finally, on the human development timescale, this preference emerged by 5 years, although young infants by 7 months of age already discriminate visual scenes on the basis of body positioning (Experiment 3, N = 120). We discuss how the preference for facing dyads—shared by human adults, young children, and macaques—can signal a new milestone in social cognition development, supporting processing and learning from third-party social interactions.","Institut des Sciences Cognitives Marc Jeannerod","France","0","7","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"48","09567976","2024","Do We Become More Lonely With Age? a Coordinated Data Analysis of Nine Longitudinal Studies","Graham, E.K., Beck, E.D., Jackson, K., Yoneda, T., McGhee, C., Pieramici, L., Atherton, O.E., Luo, J., Willroth, E.C., Steptoe, A., Mroczek, D.K., Ong, A.D.","Psychological Science","35","6","579-596","10.1177/09567976241242037","Graham, E.K., Beck, E.D., Jackson, K., Yoneda, T., McGhee, C., Pieramici, L., Atherton, O.E., Luo, J., Willroth, E.C., Steptoe, A., Mroczek, D.K., Ong, A.D. (2024). Do We Become More Lonely With Age? a Coordinated Data Analysis of Nine Longitudinal Studies. Psychological Science, 35(6), 579-596. https://doi.org/10.1177/09567976241242037","https://doi.org/10.1177/09567976241242037","5","Loneliness is a pervasive experience with adverse impacts on health and well-being. Despite its significance, notable gaps impede a full understanding of how loneliness changes across the adult life span and what factors influence these changes. To address this, we conducted a coordinated data analysis of nine longitudinal studies encompassing 128,118 participants ages 13 to 103 from over 20 countries. Using harmonized variables and models, we examined loneliness trajectories and predictors. Analyses revealed that loneliness follows a U-shaped curve, decreasing from young adulthood to midlife and increasing in older adulthood. These patterns were consistent across studies. Several baseline factors (i.e., sex, marital status, physical function, education) were linked to loneliness levels, but few moderated the loneliness trajectories. These findings highlight the dynamic nature of loneliness and underscore the need for targeted interventions to reduce social disparities throughout adulthood.","Stanford University School of Medicine","United States","0","12","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"49","09567976","2024","Variety Is the Spice of Life: Diverse Social Networks Are Associated With Social Cohesion and Well-Being","Ramos, M.R., Li, D., Bennett, M.R., Mogra, U., Massey, D.S., Hewstone, M.","Psychological Science","35","6","665-680","10.1177/09567976241243370","Ramos, M.R., Li, D., Bennett, M.R., Mogra, U., Massey, D.S., Hewstone, M. (2024). Variety Is the Spice of Life: Diverse Social Networks Are Associated With Social Cohesion and Well-Being. Psychological Science, 35(6), 665-680. https://doi.org/10.1177/09567976241243370","https://doi.org/10.1177/09567976241243370","0","Both homophily and heterophily are observed in humans. Homophily reinforces homogeneous social networks, and heterophily creates new experiences and collaborations. However, at the extremes, high levels of homophily can cultivate prejudice toward out-groups, whereas high levels of heterophily can weaken in-group support. Using data from 24,726 adults (M = 46 years; selected from 10,398 English neighborhoods) and the composition of their social networks based on age, ethnicity, income, and education, we tested the hypothesis that a middle ground between homophily and heterophily could be the most beneficial for individuals. We found that network homophily, mediated by perceived social cohesion, is associated with higher levels of subjective well-being but that there are diminishing returns, because at a certain point increasing network homophily is associated with lower social cohesion and, in turn, lower subjective well-being. Our results suggest that building diverse social networks provides benefits that cannot be attained by homogeneous networks.","Iscte – Instituto Universitário de Lisboa","Portugal","1","6","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"50","09567976","2024","Exploring the Semantic-Inconsistency Effect in Scenes Using a Continuous Measure of Linguistic-Semantic Similarity","Damiano, C., Leemans, M., Wagemans, J.","Psychological Science","35","6","623-634","10.1177/09567976241238217","Damiano, C., Leemans, M., Wagemans, J. (2024). Exploring the Semantic-Inconsistency Effect in Scenes Using a Continuous Measure of Linguistic-Semantic Similarity. Psychological Science, 35(6), 623-634. https://doi.org/10.1177/09567976241238217","https://doi.org/10.1177/09567976241238217","1","Viewers use contextual information to visually explore complex scenes. Object recognition is facilitated by exploiting object–scene relations (which objects are expected in a given scene) and object–object relations (which objects are expected because of the occurrence of other objects). Semantically inconsistent objects deviate from these expectations, so they tend to capture viewers’ attention (the semantic-inconsistency effect). Some objects fit the identity of a scene more or less than others, yet semantic inconsistencies have hitherto been operationalized as binary (consistent vs. inconsistent). In an eye-tracking experiment (N = 21 adults), we study the semantic-inconsistency effect in a continuous manner by using the linguistic-semantic similarity of an object to the scene category and to other objects in the scene. We found that both highly consistent and highly inconsistent objects are viewed more than other objects (U-shaped relationship), revealing that the (in)consistency effect is more than a simple binary classification.","KU Leuven","Belgium","0","3","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"51","09567976","2024","How the Listener’s Attention Dynamically Switches Between Different Speakers During a Natural Conversation","Dai, B., Zhai, Y., Long, Y., Lu, C.","Psychological Science","35","6","635-652","10.1177/09567976241243367","Dai, B., Zhai, Y., Long, Y., Lu, C. (2024). How the Listener’s Attention Dynamically Switches Between Different Speakers During a Natural Conversation. Psychological Science, 35(6), 635-652. https://doi.org/10.1177/09567976241243367","https://doi.org/10.1177/09567976241243367","1","The neural mechanisms underpinning the dynamic switching of a listener’s attention between speakers are not well understood. Here we addressed this issue in a natural conversation involving 21 triadic adult groups. Results showed that when the listener’s attention dynamically switched between speakers, neural synchronization with the to-be-attended speaker was significantly enhanced, whereas that with the to-be-ignored speaker was significantly suppressed. Along with attention switching, semantic distances between sentences significantly increased in the to-be-ignored speech. Moreover, neural synchronization negatively correlated with the increase in semantic distance but not with acoustic change of the to-be-ignored speech. However, no difference in neural synchronization was found between the listener and the two speakers during the phase of sustained attention. These findings support the attenuation model of attention, indicating that both speech signals are processed beyond the basic physical level. Additionally, shifting attention imposes a cognitive burden, as demonstrated by the opposite fluctuations of interpersonal neural synchronization.","Donders Institute for Brain, Cognition and Behaviour","Netherlands","0","4","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"52","09567976","2024","Once and Again: Repeated Viewing Affects Judgments of Spontaneity and Preparation","Donnelly, K., Ryan, W.H., Nelson, L.D.","Psychological Science","35","6","653-664","10.1177/09567976241242462","Donnelly, K., Ryan, W.H., Nelson, L.D. (2024). Once and Again: Repeated Viewing Affects Judgments of Spontaneity and Preparation. Psychological Science, 35(6), 653-664. https://doi.org/10.1177/09567976241242462","https://doi.org/10.1177/09567976241242462","0","Reality is fleeting, and any moment can only be experienced once. Rewatching a video, however, allows people to repeatedly observe the exact same moment. We propose that people may fail to fully distinguish between merely observing behavior again (through replay) from that behavior being performed again in the exact same way. Using an assortment of stimuli that included auditions, commercials, and potential trial evidence, we demonstrated through nine experiments (N = 10,412 adults in the United States) that rewatching makes a recorded behavior appear more rehearsed and less spontaneous, as if the actors were simply precisely repeating their actions. These findings contribute to an emerging literature showing that incidental video features, like perspective or slow motion, can meaningfully change evaluations. Replay may inadvertently shape judgments in both mundane and consequential contexts. To understand how a video will influence its viewer, one will need to consider not only its content, but also how often it is viewed.","The University of Chicago Booth School of Business","United States","0","3","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"53","09567976","2024","the Impact of Relocation Patterns on Psychological Stress","Deng, C.Z., Lee, H.C., Chen, L.Y.A., Chen, S.H.","Psychological Science","35","6","597-612","10.1177/09567976241239915","Deng, C.Z., Lee, H.C., Chen, L.Y.A., Chen, S.H. (2024). the Impact of Relocation Patterns on Psychological Stress. Psychological Science, 35(6), 597-612. https://doi.org/10.1177/09567976241239915","https://doi.org/10.1177/09567976241239915","0","This study investigated how relocation patterns affect disaster survivors’ psychological stress on the diverse durations and spaces of relocation. It analyzed a 10-year data set of 1,236 families affected by 2009’s Typhoon Morakot in Taiwan, identifying six relocation patterns through dynamic time warping (DTW). A hierarchical linear model was utilized, revealing the discernible impacts of environmental factors, sociocultural factors, and family-level socioeconomic factors on psychological stress. The study revealed that survivors who quickly found stable residences after the disaster initially experienced lower stress levels, but in the long term, their stress increased. Conversely, those with unstable residences experienced higher initial stress but lower long-term stress. Comparing similar patterns, we found that survivors who had more time for preparation and who sought opportunities, coped, or adapted to secondary stressors before long-distance relocation faced lower stress levels. These findings suggest that relocation patterns have a greater impact on the psychosocial stress of disaster survivors than time or relocation distance.","National Yang Ming Chiao Tung University","Taiwan","0","4","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"54","09567976","2024","the Formation of Negative Attitudes Toward Novel Groups","Woitzel, J., Alves, H.","Psychological Science","35","6","613-622","10.1177/09567976241239932","Woitzel, J., Alves, H. (2024). the Formation of Negative Attitudes Toward Novel Groups. Psychological Science, 35(6), 613-622. https://doi.org/10.1177/09567976241239932","https://doi.org/10.1177/09567976241239932","6","People perceive out-groups, minorities, and novel groups more negatively than in-groups, majorities, and familiar groups. Previous research has argued that such intergroup biases may be caused by the order in which people typically encounter social groups. Groups that are relatively novel to perceivers (e.g., out-groups, minorities) are primarily associated with distinct attributes that differentiate them from familiar groups. Because distinct attributes are typically negative, attitudes toward novel groups are negatively biased. Five experiments (N = 2,615 adults) confirmed the generalizability of the novel groups’ disadvantage to different aspects of attitude formation (i.e., evaluations, memory, stereotyping), to cases with more than two groups, and to cases in which groups were majority/minority or in-groups/out-groups. Our findings revealed a remarkably robust influence of learning order in the formation of group attitudes, and they imply that people often perceive novel groups more negatively than they actually are.","Ruhr-Universitat Bochum","Germany","1","2","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"55","09567976","2024","Disagreement Gets Mistaken for Bad Listening","Ren, Z., Schaumberg, R.","Psychological Science","35","5","455-470","10.1177/09567976241239935","Ren, Z., Schaumberg, R. (2024). Disagreement Gets Mistaken for Bad Listening. Psychological Science, 35(5), 455-470. https://doi.org/10.1177/09567976241239935","https://doi.org/10.1177/09567976241239935","0","It is important for people to feel listened to in professional and personal communications, and yet they can feel unheard even when others have listened well. We propose that this feeling may arise because speakers conflate agreement with listening quality. In 11 studies (N = 3,396 adults), we held constant or manipulated a listener’s objective listening behaviors, manipulating only after the conversation whether the listener agreed with the speaker. Across various topics, mediums (e.g., video, chat), and cues of objective listening quality, speakers consistently perceived disagreeing listeners as worse listeners. This effect persisted after controlling for other positive impressions of the listener (e.g., likability). This effect seemed to emerge because speakers believe their views are correct, leading them to infer that a disagreeing listener must not have been listening very well. Indeed, it may be prohibitively difficult for someone to simultaneously convey that they disagree and that they were listening.","Wharton School of the University of Pennsylvania","United States","1","2","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"56","09567976","2024","Biases in Improvement Decisions: People Focus on the Relative Reduction in Bad Outcomes","Ryan, W.H., Baum, S.M., Evers, E.R.K.","Psychological Science","35","5","558-574","10.1177/09567976241232891","Ryan, W.H., Baum, S.M., Evers, E.R.K. (2024). Biases in Improvement Decisions: People Focus on the Relative Reduction in Bad Outcomes. Psychological Science, 35(5), 558-574. https://doi.org/10.1177/09567976241232891","https://doi.org/10.1177/09567976241232891","0","People often decide whether to invest scarce resources—such as time, money, or energy—to improve their chances of a positive outcome. For example, a doctor might decide whether to utilize scarce medicine to improve a patient’s chances of recovery, or a student might decide whether to study a few additional hours to increase their chances of passing an exam. We conducted 11 studies (N = 5,342 adults) and found evidence that people behave as if they focus on the relative reduction in bad outcomes caused by such improvements. As a consequence, the same improvements (e.g., 10-percentage-point improvements) are valued very differently depending on whether one’s initial chances of success are high or low. This focus on the relative reduction of bad outcomes drives risk preferences that violate normative standards (Studies 1a–1g and 2a), is amplified when decisions become more consequential (Study 2b), and leads even experienced professionals to make suboptimal decisions (Study 3).","Olin Business School","United States","1","3","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"57","09567976","2024","People Endorse Harsher Policies in Principle Than in Practice: Asymmetric Beliefs About Which Errors to Prevent Versus Fix","Rude, E.D., Shaddy, F.","Psychological Science","35","5","529-542","10.1177/09567976241228504","Rude, E.D., Shaddy, F. (2024). People Endorse Harsher Policies in Principle Than in Practice: Asymmetric Beliefs About Which Errors to Prevent Versus Fix. Psychological Science, 35(5), 529-542. https://doi.org/10.1177/09567976241228504","https://doi.org/10.1177/09567976241228504","0","Countless policies are crafted with the intention of punishing all who do wrong or rewarding only those who do right. However, this requires accommodating certain mistakes: some who do not deserve to be punished might be, and some who deserve to be rewarded might not be. Six preregistered experiments (N = 3,484 U.S. adults) reveal that people are more willing to accept this trade-off in principle, before errors occur, than in practice, after errors occur. The result is an asymmetry such that for punishments, people believe it is more important to prevent false negatives (e.g., criminals escaping justice) than to fix them, and more important to fix false positives (e.g., wrongful convictions) than to prevent them. For rewards, people believe it is more important to prevent false positives (e.g., welfare fraud) than to fix them and more important to fix false negatives (e.g., improperly denied benefits) than to prevent them.","UCLA Anderson School of Management","United States","1","2","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"58","09567976","2024","Gender-Ambiguous Voices and Social Disfluency","Mohsenin, S., Munz, K.P.","Psychological Science","35","5","543-557","10.1177/09567976241238222","Mohsenin, S., Munz, K.P. (2024). Gender-Ambiguous Voices and Social Disfluency. Psychological Science, 35(5), 543-557. https://doi.org/10.1177/09567976241238222","https://doi.org/10.1177/09567976241238222","2","Recently, gender-ambiguous (nonbinary) voices have been added to voice assistants to combat gender stereotypes and foster inclusion. However, if people react negatively to such voices, these laudable efforts may be counterproductive. In five preregistered studies (N = 3,684 adult participants) we found that people do react negatively, rating products described by narrators with gender-ambiguous voices less favorably than when they are described by clearly male or female narrators. The voices create a feeling of unease, or social disfluency, that affects evaluations of the products being described. These effects are best explained by low familiarity with voices that sound ambiguous. Thus, initial negative reactions can be overcome with more exposure.","Università Bocconi","Italy","0","2","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"59","09567976","2024","the Motion-Silencing Illusion Depends on Object-Centered Representation","Wu, Q., Flombaum, J.I.","Psychological Science","35","5","504-516","10.1177/09567976241235104","Wu, Q., Flombaum, J.I. (2024). the Motion-Silencing Illusion Depends on Object-Centered Representation. Psychological Science, 35(5), 504-516. https://doi.org/10.1177/09567976241235104","https://doi.org/10.1177/09567976241235104","0","Motion silencing is a striking and unexplained visual illusion wherein changes that are otherwise salient become difficult to perceive when the changing elements also move. We develop a new method for quantifying illusion strength (Experiments 1a and 1b), and we demonstrate a privileged role for rotational motion on illusion strength compared with highly controlled stimuli that lack rotation (Experiments 2a to 3b). These contrasts make it difficult to explain the illusion in terms of lower-level detection limits. Instead, we explain the illusion as a failure to attribute changes to locations. Rotation exacerbates the illusion because its perception relies upon structured object representations. This aggravates the difficulty of attributing changes by demanding that locations are referenced relative to both an object-internal frame and an external frame. Two final experiments (4a and 4b) add support to this account by employing a synchronously rotating external frame of reference that diminishes otherwise strong motion silencing. All participants were Johns Hopkins University undergraduates.","Johns Hopkins University","United States","0","2","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"60","09567976","2024","Oscillatory Coupling Between Neural and Cardiac Rhythms","Sargent, K.S., Martinez, E.L., Reed, A.C., Guha, A., Bartholomew, M.E., Diehl, C.K., Chang, C.S., Salama, S., Popov, T., Thayer, J.F., Miller, G.A., Yee, C.M.","Psychological Science","35","5","517-528","10.1177/09567976241235932","Sargent, K.S., Martinez, E.L., Reed, A.C., Guha, A., Bartholomew, M.E., Diehl, C.K., Chang, C.S., Salama, S., Popov, T., Thayer, J.F., Miller, G.A., Yee, C.M. (2024). Oscillatory Coupling Between Neural and Cardiac Rhythms. Psychological Science, 35(5), 517-528. https://doi.org/10.1177/09567976241235932","https://doi.org/10.1177/09567976241235932","4","Oscillations serve a critical role in organizing biological systems. In the brain, oscillatory coupling is a fundamental mechanism of communication. The possibility that neural oscillations interact directly with slower physiological rhythms (e.g., heart rate, respiration) is largely unexplored and may have important implications for psychological functioning. Oscillations in heart rate, an aspect of heart rate variability (HRV), show remarkably robust associations with psychological health. Mather and Thayer proposed coupling between high-frequency HRV (HF-HRV) and neural oscillations as a mechanism that partially accounts for such relationships. We tested this hypothesis by measuring phase-amplitude coupling between HF-HRV and neural oscillations in 37 healthy adults at rest. Robust coupling was detected in all frequency bands. Granger causality analyses indicated stronger heart-to-brain than brain-to-heart effects in all frequency bands except gamma. These findings suggest that cardiac rhythms play a causal role in modulating neural oscillations, which may have important implications for mental health.","University of California, Los Angeles","United States","1","12","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"61","09567976","2024","Misplaced Divides? Discussing Political Disagreement With Strangers Can Be Unexpectedly Positive","Wald, K.A., Kardas, M., Epley, N.","Psychological Science","35","5","471-488","10.1177/09567976241230005","Wald, K.A., Kardas, M., Epley, N. (2024). Misplaced Divides? Discussing Political Disagreement With Strangers Can Be Unexpectedly Positive. Psychological Science, 35(5), 471-488. https://doi.org/10.1177/09567976241230005","https://doi.org/10.1177/09567976241230005","2","Differences of opinion between people are common in everyday life, but discussing those differences openly in conversation may be unnecessarily rare. We report three experiments (N = 1,264 U.S.-based adults) demonstrating that people’s interest in discussing important but potentially divisive topics is guided by their expectations about how positively the conversation will unfold, leaving them more interested in having a conversation with someone who agrees versus disagrees with them. People’s expectations about their conversations, however, were systematically miscalibrated such that people underestimated how positive these conversations would be—especially in cases of disagreement. Miscalibrated expectations stemmed from underestimating the degree of common ground that would emerge in conversation and from failing to appreciate the power of social forces in conversation that create social connection. Misunderstanding the outcomes of conversation could lead people to avoid discussing disagreements more often, creating a misplaced barrier to learning, social connection, free inquiry, and free expression.","Spears School of Business at Oklahoma State University","United States","0","3","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
"62","09567976","2024","Distinct Constellations of Common Risk Factors Differentially Relate to Executive-Function Ability in Children","Ben-Asher, E., Porter, B.M., Church, J.A.","Psychological Science","35","5","489-503","10.1177/09567976241235931","Ben-Asher, E., Porter, B.M., Church, J.A. (2024). Distinct Constellations of Common Risk Factors Differentially Relate to Executive-Function Ability in Children. Psychological Science, 35(5), 489-503. https://doi.org/10.1177/09567976241235931","https://doi.org/10.1177/09567976241235931","1","Executive functioning (EF) has been shown to relate to academic achievement and well-being. Independent bodies of work have aimed to understand what environmental or personal attributes influence EF ability. However, most research has not considered how constellations of risk factors create distinct patterns of influence on EF ability. The current study tested a sample of children aged 9 to 10 years from the United States (N = 10,323, 48.06% female, Mage = 9.9 years, age range = 8.9–11.08 years) using a latent profile analysis (LPA) to detect subgroups that varied in their combinations of various risk factors. Six distinct groups of risk factors for children emerged, which in turn related to different average EF abilities. We found that family socioeconomic measures related to a subgroup having above- or below-average EF ability, but we also found an effect on EF across different risk factors. These results inform our understanding of individual variations in EF ability and highlight the idea that EF interventions should consider risk holistically.","The University of Texas at Austin","United States","1","3","In-Progress","all","489","4560","9.3","86","3200","16","92",NA,NA,NA,"Psychological Science","SAGE Publications Inc.","1990","2024",0,0,0,NA,NA,0
